"('[ 0.  1.  0.  0.  0. -1.  0.  1.  0.]', (1, 0))",0
"('[ 0.  1.  0.  0.  0. -1.  0.  1.  0.]', (1, 1))",0
"('[ 0.  1.  0.  0.  0. -1.  0.  1.  0.]', (2, 0))",0
"('[ 0.  1.  0.  0.  0. -1.  0.  1.  0.]', (2, 2))",0
"('[ 0.  1.  0.  0.  0. -1.  0.  0.  0.]', (2, 1))",-0.9141006540800001
"('[ 0.  1.  1.  0.  0. -1. -1.  1.  0.]', (0, 0))",0
"('[ 0.  1.  1.  0.  0. -1. -1.  1.  0.]', (1, 0))",0
"('[ 0.  1.  1.  0.  0. -1. -1.  1.  0.]', (1, 1))",0
"('[ 0.  1.  1.  0.  0. -1. -1.  1.  0.]', (2, 2))",0
"('[ 0.  1.  0.  0.  0. -1. -1.  1.  0.]', (0, 2))",-0.48800000000000004
"('[ 1.  1.  1. -1.  0. -1. -1.  1.  0.]', (1, 1))",0
"('[ 1.  1.  1. -1.  0. -1. -1.  1.  0.]', (2, 2))",0
"('[ 0.  1.  1. -1.  0. -1. -1.  1.  0.]', (0, 0))",0.7902848
"('[-1.  1.  0.  0.  0. -1.  1.  1.  0.]', (0, 2))",0
"('[-1.  1.  0.  0.  0. -1.  1.  1.  0.]', (1, 0))",0
"('[-1.  1.  0.  0.  0. -1.  1.  1.  0.]', (1, 1))",0
"('[-1.  1.  0.  0.  0. -1.  1.  1.  0.]', (2, 2))",0
"('[-1.  1.  0.  0.  0. -1.  0.  1.  0.]', (2, 0))",-0.67232
"('[-1.  1.  0.  1.  0. -1.  1.  1. -1.]', (0, 2))",0
"('[-1.  1.  0.  1.  0. -1.  1.  1. -1.]', (1, 1))",0
"('[-1.  1.  0.  0.  0. -1.  1.  1. -1.]', (1, 0))",-0.5904
"('[-1.  1.  1.  0.  0. -1.  1.  0.  0.]', (1, 0))",0
"('[-1.  1.  1.  0.  0. -1.  1.  0.  0.]', (1, 1))",0
"('[-1.  1.  1.  0.  0. -1.  1.  0.  0.]', (2, 1))",0
"('[-1.  1.  1.  0.  0. -1.  1.  0.  0.]', (2, 2))",0
"('[-1.  1.  1.  0.  0. -1.  0.  0.  0.]', (2, 0))",-0.48800000000000004
"('[-1.  1.  1.  1.  0. -1.  1.  0. -1.]', (1, 1))",0
"('[-1.  1.  1.  1.  0. -1.  1.  0. -1.]', (2, 1))",0
"('[-1.  1.  1.  0.  0. -1.  1.  0. -1.]', (1, 0))",-0.36000000000000004
"('[-1.  1.  1.  1.  0. -1.  1. -1. -1.]', (1, 1))",-332.03520000000003
"('[ 0.  1.  0.  0. -1. -1.  0.  1.  1.]', (0, 0))",0
"('[ 0.  1.  0.  0. -1. -1.  0.  1.  1.]', (0, 2))",0
"('[ 0.  1.  0.  0. -1. -1.  0.  1.  1.]', (1, 0))",0
"('[ 0.  1.  0.  0. -1. -1.  0.  1.  1.]', (2, 0))",0
"('[ 0.  1.  0.  0. -1. -1.  0.  1.  0.]', (2, 2))",-0.5904
"('[-1.  1.  1. -1.  1.  0.  0.  0.  0.]', (1, 2))",0
"('[-1.  1.  1. -1.  1.  0.  0.  0.  0.]', (2, 0))",0
"('[-1.  1.  1. -1.  1.  0.  0.  0.  0.]', (2, 1))",0
"('[-1.  1.  1. -1.  1.  0.  0.  0.  0.]', (2, 2))",0
"('[-1.  1.  1. -1.  0.  0.  0.  0.  0.]', (1, 1))",-0.7378560000000001
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (0, 0))",0
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (0, 1))",0
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (0, 2))",0
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (1, 0))",0
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (1, 2))",0
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (2, 0))",0
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (2, 1))",0
"('[0. 0. 0. 0. 1. 0. 0. 0. 0.]', (2, 2))",0
"('[0. 0. 0. 0. 0. 0. 0. 0. 0.]', (1, 1))",-0.9999999999999998
"('[ 0.  0. -1.  1.  1.  0.  0.  0.  0.]', (0, 0))",0
"('[ 0.  0. -1.  1.  1.  0.  0.  0.  0.]', (0, 1))",0
"('[ 0.  0. -1.  1.  1.  0.  0.  0.  0.]', (1, 2))",0
"('[ 0.  0. -1.  1.  1.  0.  0.  0.  0.]', (2, 0))",0
"('[ 0.  0. -1.  1.  1.  0.  0.  0.  0.]', (2, 1))",0
"('[ 0.  0. -1.  1.  1.  0.  0.  0.  0.]', (2, 2))",0
"('[ 0.  0. -1.  0.  1.  0.  0.  0.  0.]', (1, 0))",-0.8657822720000001
"('[ 0.  1. -1.  1.  1. -1.  0.  0.  0.]', (0, 0))",0
"('[ 0.  1. -1.  1.  1. -1.  0.  0.  0.]', (2, 0))",0
"('[ 0.  1. -1.  1.  1. -1.  0.  0.  0.]', (2, 1))",0
"('[ 0.  1. -1.  1.  1. -1.  0.  0.  0.]', (2, 2))",0
"('[ 0.  0. -1.  1.  1. -1.  0.  0.  0.]', (0, 1))",-0.5904
"('[-1.  1. -1.  1.  1. -1.  0.  0.  1.]', (2, 0))",0
"('[-1.  1. -1.  1.  1. -1.  0.  0.  1.]', (2, 1))",0
"('[-1.  1. -1.  1.  1. -1.  0.  0.  0.]', (2, 2))",-0.7902848
"('[-1.  1. -1.  1.  1. -1. -1.  0.  1.]', (2, 1))",-355.62816000000004
"('[ 0.  0. -1.  1.  1. -1.  0.  1.  0.]', (0, 0))",0
"('[ 0.  0. -1.  1.  1. -1.  0.  1.  0.]', (0, 1))",0
"('[ 0.  0. -1.  1.  1. -1.  0.  1.  0.]', (2, 0))",0
"('[ 0.  0. -1.  1.  1. -1.  0.  1.  0.]', (2, 2))",0
"('[ 0.  0. -1.  1.  1. -1.  0.  0.  0.]', (2, 1))",-0.5904
"('[ 0. -1. -1.  1.  1. -1.  1.  1.  0.]', (0, 0))",0
"('[ 0. -1. -1.  1.  1. -1.  1.  1.  0.]', (2, 2))",0
"('[ 0. -1. -1.  1.  1. -1.  0.  1.  0.]', (2, 0))",-0.5904
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (0, 0))",0
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (0, 1))",0
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (0, 2))",0
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (1, 0))",0
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (1, 1))",0
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (2, 0))",0
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (2, 1))",0
"('[0. 0. 0. 0. 0. 1. 0. 0. 0.]', (2, 2))",0
"('[0. 0. 0. 0. 0. 0. 0. 0. 0.]', (1, 2))",-0.9999999999999998
"('[ 0.  0.  0.  0. -1.  1.  0.  0.  1.]', (0, 0))",0
"('[ 0.  0.  0.  0. -1.  1.  0.  0.  1.]', (0, 1))",0
"('[ 0.  0.  0.  0. -1.  1.  0.  0.  1.]', (0, 2))",0
"('[ 0.  0.  0.  0. -1.  1.  0.  0.  1.]', (1, 0))",0
"('[ 0.  0.  0.  0. -1.  1.  0.  0.  1.]', (2, 0))",0
"('[ 0.  0.  0.  0. -1.  1.  0.  0.  1.]', (2, 1))",0
"('[ 0.  0.  0.  0. -1.  1.  0.  0.  0.]', (2, 2))",-0.95601953488896
"('[ 0.  1.  0.  0. -1.  1.  0. -1.  1.]', (0, 0))",0
"('[ 0.  1.  0.  0. -1.  1.  0. -1.  1.]', (0, 2))",0
"('[ 0.  1.  0.  0. -1.  1.  0. -1.  1.]', (1, 0))",0
"('[ 0.  1.  0.  0. -1.  1.  0. -1.  1.]', (2, 0))",0
"('[ 0.  0.  0.  0. -1.  1.  0. -1.  1.]', (0, 1))",-0.5904
"('[ 1.  1.  0.  0. -1.  1. -1. -1.  1.]', (0, 2))",0
"('[ 1.  1.  0.  0. -1.  1. -1. -1.  1.]', (1, 0))",0
"('[ 0.  1.  0.  0. -1.  1. -1. -1.  1.]', (0, 0))",-0.36000000000000004
"('[ 1.  0.  0.  0.  0.  1.  0. -1.  0.]', (0, 1))",0
"('[ 1.  0.  0.  0.  0.  1.  0. -1.  0.]', (0, 2))",0
"('[ 1.  0.  0.  0.  0.  1.  0. -1.  0.]', (1, 0))",0
"('[ 1.  0.  0.  0.  0.  1.  0. -1.  0.]', (1, 1))",0
"('[ 1.  0.  0.  0.  0.  1.  0. -1.  0.]', (2, 0))",0
"('[ 1.  0.  0.  0.  0.  1.  0. -1.  0.]', (2, 2))",0
"('[ 0.  0.  0.  0.  0.  1.  0. -1.  0.]', (0, 0))",-0.9141006540800001
"('[ 1.  0. -1.  0.  0.  1.  0. -1.  1.]', (0, 1))",0
"('[ 1.  0. -1.  0.  0.  1.  0. -1.  1.]', (1, 0))",0
"('[ 1.  0. -1.  0.  0.  1.  0. -1.  1.]', (1, 1))",0
"('[ 1.  0. -1.  0.  0.  1.  0. -1.  1.]', (2, 0))",0
"('[ 1.  0. -1.  0.  0.  1.  0. -1.  0.]', (2, 2))",-0.67232
"('[ 1.  0. -1. -1.  1.  1.  0. -1.  1.]', (0, 1))",0
"('[ 1.  0. -1. -1.  1.  1.  0. -1.  1.]', (2, 0))",0
"('[ 1.  0. -1. -1.  0.  1.  0. -1.  1.]', (1, 1))",0.931280523264
"('[ 0.  1. -1.  0.  1.  0.  0.  0.  0.]', (0, 0))",0
"('[ 0.  1. -1.  0.  1.  0.  0.  0.  0.]', (1, 0))",0
"('[ 0.  1. -1.  0.  1.  0.  0.  0.  0.]', (1, 2))",0
"('[ 0.  1. -1.  0.  1.  0.  0.  0.  0.]', (2, 0))",0
"('[ 0.  1. -1.  0.  1.  0.  0.  0.  0.]', (2, 1))",0
"('[ 0.  1. -1.  0.  1.  0.  0.  0.  0.]', (2, 2))",0
"('[ 0.  0. -1.  0.  1.  0.  0.  0.  0.]', (0, 1))",-0.8657822720000001
"('[ 0.  1. -1.  0.  1.  1.  0.  0. -1.]', (0, 0))",0
"('[ 0.  1. -1.  0.  1.  1.  0.  0. -1.]', (1, 0))",0
"('[ 0.  1. -1.  0.  1.  1.  0.  0. -1.]', (2, 0))",0
"('[ 0.  1. -1.  0.  1.  1.  0.  0. -1.]', (2, 1))",0
"('[ 0.  1. -1.  0.  1.  0.  0.  0. -1.]', (1, 2))",-0.5904
"('[ 0.  1. -1. -1.  1.  1.  1.  0. -1.]', (0, 0))",0
"('[ 0.  1. -1. -1.  1.  1.  1.  0. -1.]', (2, 1))",0
"('[ 0.  1. -1. -1.  1.  1.  0.  0. -1.]', (2, 0))",-0.67232
"('[ 0.  1. -1. -1.  1.  1.  1. -1. -1.]', (0, 0))",-302.544
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (0, 0))",0
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (0, 1))",0
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (1, 0))",0
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (1, 1))",0
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (1, 2))",0
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (2, 0))",0
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (2, 1))",0
"('[0. 0. 1. 0. 0. 0. 0. 0. 0.]', (2, 2))",0
"('[0. 0. 0. 0. 0. 0. 0. 0. 0.]', (0, 2))",-0.9999999999999998
"('[ 0.  0.  1.  0.  1.  0.  0.  0. -1.]', (0, 0))",0
"('[ 0.  0.  1.  0.  1.  0.  0.  0. -1.]', (0, 1))",0
"('[ 0.  0.  1.  0.  1.  0.  0.  0. -1.]', (1, 0))",0
"('[ 0.  0.  1.  0.  1.  0.  0.  0. -1.]', (1, 2))",0
"('[ 0.  0.  1.  0.  1.  0.  0.  0. -1.]', (2, 0))",0
"('[ 0.  0.  1.  0.  1.  0.  0.  0. -1.]', (2, 1))",0
"('[ 0.  0.  1.  0.  0.  0.  0.  0. -1.]', (1, 1))",-0.83222784
"('[ 0.  0.  1.  0.  1.  0.  1. -1. -1.]', (0, 0))",0
"('[ 0.  0.  1.  0.  1.  0.  1. -1. -1.]', (0, 1))",0
"('[ 0.  0.  1.  0.  1.  0.  1. -1. -1.]', (1, 0))",0
"('[ 0.  0.  1.  0.  1.  0.  1. -1. -1.]', (1, 2))",0
"('[ 0.  0.  1.  0.  1.  0.  0. -1. -1.]', (2, 0))",0.931280523264
"('[ 0.  0.  1.  0.  0.  0.  1.  0. -1.]', (0, 0))",0
"('[ 0.  0.  1.  0.  0.  0.  1.  0. -1.]', (0, 1))",0
"('[ 0.  0.  1.  0.  0.  0.  1.  0. -1.]', (1, 0))",0
"('[ 0.  0.  1.  0.  0.  0.  1.  0. -1.]', (1, 1))",0
"('[ 0.  0.  1.  0.  0.  0.  1.  0. -1.]', (1, 2))",0
"('[ 0.  0.  1.  0.  0.  0.  1.  0. -1.]', (2, 1))",0
"('[ 0.  0.  1.  0.  0.  0.  0.  0. -1.]', (2, 0))",-0.83222784
"('[ 0. -1.  1.  0.  1.  0.  1.  0. -1.]', (0, 0))",0
"('[ 0. -1.  1.  0.  1.  0.  1.  0. -1.]', (1, 0))",0
"('[ 0. -1.  1.  0.  1.  0.  1.  0. -1.]', (1, 2))",0
"('[ 0. -1.  1.  0.  1.  0.  1.  0. -1.]', (2, 1))",0
"('[ 0. -1.  1.  0.  0.  0.  1.  0. -1.]', (1, 1))",0.8657822720000001
"('[ 0.  0.  1. -1.  1.  0.  0.  0.  0.]', (0, 0))",0
"('[ 0.  0.  1. -1.  1.  0.  0.  0.  0.]', (0, 1))",0
"('[ 0.  0.  1. -1.  1.  0.  0.  0.  0.]', (1, 2))",0
"('[ 0.  0.  1. -1.  1.  0.  0.  0.  0.]', (2, 0))",0
"('[ 0.  0.  1. -1.  1.  0.  0.  0.  0.]', (2, 1))",0
"('[ 0.  0.  1. -1.  1.  0.  0.  0.  0.]', (2, 2))",0
"('[ 0.  0.  1. -1.  0.  0.  0.  0.  0.]', (1, 1))",-0.83222784
"('[ 0. -1.  1. -1.  1.  1.  0.  0.  0.]', (0, 0))",0
"('[ 0. -1.  1. -1.  1.  1.  0.  0.  0.]', (2, 0))",0
"('[ 0. -1.  1. -1.  1.  1.  0.  0.  0.]', (2, 1))",0
"('[ 0. -1.  1. -1.  1.  1.  0.  0.  0.]', (2, 2))",0
"('[ 0. -1.  1. -1.  1.  0.  0.  0.  0.]', (1, 2))",-0.5904
"('[ 0. -1.  1. -1.  1.  1.  0. -1.  1.]', (0, 0))",0
"('[ 0. -1.  1. -1.  1.  1.  0. -1.  1.]', (2, 0))",0
"('[ 0. -1.  1. -1.  1.  1.  0. -1.  0.]', (2, 2))",0.5904
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (0, 0))",0
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (0, 1))",0
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (0, 2))",0
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (1, 0))",0
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (1, 1))",0
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (1, 2))",0
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (2, 1))",0
"('[0. 0. 0. 0. 0. 0. 1. 0. 0.]', (2, 2))",0
"('[0. 0. 0. 0. 0. 0. 0. 0. 0.]', (2, 0))",-0.9999999999999998
"('[ 1. -1.  0.  0.  0.  0.  1.  0.  0.]', (0, 2))",0
"('[ 1. -1.  0.  0.  0.  0.  1.  0.  0.]', (1, 0))",0
"('[ 1. -1.  0.  0.  0.  0.  1.  0.  0.]', (1, 1))",0
"('[ 1. -1.  0.  0.  0.  0.  1.  0.  0.]', (1, 2))",0
"('[ 1. -1.  0.  0.  0.  0.  1.  0.  0.]', (2, 1))",0
"('[ 1. -1.  0.  0.  0.  0.  1.  0.  0.]', (2, 2))",0
"('[ 0. -1.  0.  0.  0.  0.  1.  0.  0.]', (0, 0))",-0.8657822720000001
"('[ 1. -1. -1.  1.  0.  0.  1.  0.  0.]', (1, 1))",0
"('[ 1. -1. -1.  1.  0.  0.  1.  0.  0.]', (1, 2))",0
"('[ 1. -1. -1.  1.  0.  0.  1.  0.  0.]', (2, 1))",0
"('[ 1. -1. -1.  1.  0.  0.  1.  0.  0.]', (2, 2))",0
"('[ 1. -1. -1.  0.  0.  0.  1.  0.  0.]', (1, 0))",0.9999926924918137
"('[ 1. -1.  1. -1.  0.  0.  1.  0.  0.]', (1, 1))",0
"('[ 1. -1.  1. -1.  0.  0.  1.  0.  0.]', (1, 2))",0
"('[ 1. -1.  1. -1.  0.  0.  1.  0.  0.]', (2, 1))",0
"('[ 1. -1.  1. -1.  0.  0.  1.  0.  0.]', (2, 2))",0
"('[ 1. -1.  0. -1.  0.  0.  1.  0.  0.]', (0, 2))",-0.931280523264
"('[ 1. -1.  1. -1.  1.  0.  1. -1.  0.]', (1, 2))",0
"('[ 1. -1.  1. -1.  1.  0.  1. -1.  0.]', (2, 2))",0
"('[ 1. -1.  1. -1.  0.  0.  1. -1.  0.]', (1, 1))",0.9999776992548017
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (0, 1))",0
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (0, 2))",0
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (1, 0))",0
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (1, 1))",0
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (1, 2))",0
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (2, 0))",0
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (2, 1))",0
"('[1. 0. 0. 0. 0. 0. 0. 0. 0.]', (2, 2))",0
"('[0. 0. 0. 0. 0. 0. 0. 0. 0.]', (0, 0))",-0.9999999999999998
"('[ 1.  1. -1.  0.  0.  0.  0.  0.  0.]', (1, 0))",0
"('[ 1.  1. -1.  0.  0.  0.  0.  0.  0.]', (1, 1))",0
"('[ 1.  1. -1.  0.  0.  0.  0.  0.  0.]', (1, 2))",0
"('[ 1.  1. -1.  0.  0.  0.  0.  0.  0.]', (2, 0))",0
"('[ 1.  1. -1.  0.  0.  0.  0.  0.  0.]', (2, 1))",0
"('[ 1.  1. -1.  0.  0.  0.  0.  0.  0.]', (2, 2))",0
"('[ 1.  0. -1.  0.  0.  0.  0.  0.  0.]', (0, 1))",-0.9999908656147669
"('[ 1.  1. -1. -1.  1.  0.  0.  0.  0.]', (1, 2))",0
"('[ 1.  1. -1. -1.  1.  0.  0.  0.  0.]', (2, 0))",0
"('[ 1.  1. -1. -1.  1.  0.  0.  0.  0.]', (2, 1))",0
"('[ 1.  1. -1. -1.  1.  0.  0.  0.  0.]', (2, 2))",0
"('[ 1.  1. -1. -1.  0.  0.  0.  0.  0.]', (1, 1))",-0.9141006540800001
"('[ 1.  1. -1. -1.  1.  0. -1.  1.  0.]', (1, 2))",0
"('[ 1.  1. -1. -1.  1.  0. -1.  1.  0.]', (2, 2))",0
"('[ 1.  1. -1. -1.  1.  0. -1.  0.  0.]', (2, 1))",0.83222784
"('[ 1. -1. -1.  0.  0.  0.  1.  1.  0.]', (1, 0))",0
"('[ 1. -1. -1.  0.  0.  0.  1.  1.  0.]', (1, 1))",0
"('[ 1. -1. -1.  0.  0.  0.  1.  1.  0.]', (1, 2))",0
"('[ 1. -1. -1.  0.  0.  0.  1.  1.  0.]', (2, 2))",0
"('[ 1. -1. -1.  0.  0.  0.  1.  0.  0.]', (2, 1))",-0.2
"('[ 1. -1. -1.  0.  1.  0.  1.  1. -1.]', (1, 0))",0
"('[ 1. -1. -1.  0.  1.  0.  1.  1. -1.]', (1, 2))",0
"('[ 1. -1. -1.  0.  0.  0.  1.  1. -1.]', (1, 1))",-0.36000000000000004
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  1.]', (0, 0))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  1.]', (1, 0))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  1.]', (1, 1))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  1.]', (1, 2))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  1.]', (2, 0))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  1.]', (2, 1))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  0.]', (2, 2))",-0.931280523264
"('[-1. -1.  1.  0.  0.  0.  0.  1.  1.]', (1, 0))",0
"('[-1. -1.  1.  0.  0.  0.  0.  1.  1.]', (1, 1))",0
"('[-1. -1.  1.  0.  0.  0.  0.  1.  1.]', (1, 2))",0
"('[-1. -1.  1.  0.  0.  0.  0.  1.  1.]', (2, 0))",0
"('[-1. -1.  1.  0.  0.  0.  0.  0.  1.]', (2, 1))",-0.67232
"('[-1. -1.  1.  1. -1.  0.  0.  1.  1.]', (1, 2))",0
"('[-1. -1.  1.  1. -1.  0.  0.  1.  1.]', (2, 0))",0
"('[-1. -1.  1.  0. -1.  0.  0.  1.  1.]', (1, 0))",-0.2
"('[-1. -1.  1.  1. -1. -1.  0.  1.  1.]', (2, 0))",-355.62816000000004
"('[ 1.  1.  0.  0. -1.  0.  0.  0.  0.]', (0, 2))",0
"('[ 1.  1.  0.  0. -1.  0.  0.  0.  0.]', (1, 0))",0
"('[ 1.  1.  0.  0. -1.  0.  0.  0.  0.]', (1, 2))",0
"('[ 1.  1.  0.  0. -1.  0.  0.  0.  0.]', (2, 0))",0
"('[ 1.  1.  0.  0. -1.  0.  0.  0.  0.]', (2, 1))",0
"('[ 1.  1.  0.  0. -1.  0.  0.  0.  0.]', (2, 2))",0
"('[ 1.  0.  0.  0. -1.  0.  0.  0.  0.]', (0, 1))",-0.9999821594038414
"('[ 1.  1. -1.  0. -1.  1.  0.  0.  0.]', (1, 0))",0
"('[ 1.  1. -1.  0. -1.  1.  0.  0.  0.]', (2, 0))",0
"('[ 1.  1. -1.  0. -1.  1.  0.  0.  0.]', (2, 1))",0
"('[ 1.  1. -1.  0. -1.  1.  0.  0.  0.]', (2, 2))",0
"('[ 1.  1. -1.  0. -1.  0.  0.  0.  0.]', (1, 2))",-0.67232
"('[ 1.  1. -1. -1. -1.  1.  0.  1.  0.]', (2, 0))",0
"('[ 1.  1. -1. -1. -1.  1.  0.  1.  0.]', (2, 2))",0
"('[ 1.  1. -1. -1. -1.  1.  0.  0.  0.]', (2, 1))",-0.48800000000000004
"('[ 1.  1. -1. -1. -1.  1.  0.  1. -1.]', (2, 0))",-411.34529433600005
"('[ 0. -1.  1.  0.  0.  0.  0.  1.  0.]', (0, 0))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  1.  0.]', (1, 0))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  1.  0.]', (1, 1))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  1.  0.]', (1, 2))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  1.  0.]', (2, 0))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  1.  0.]', (2, 2))",0
"('[ 0. -1.  1.  0.  0.  0.  0.  0.  0.]', (2, 1))",-0.8657822720000001
"('[ 0. -1.  1.  0.  1. -1.  0.  1.  0.]', (0, 0))",0
"('[ 0. -1.  1.  0.  1. -1.  0.  1.  0.]', (1, 0))",0
"('[ 0. -1.  1.  0.  1. -1.  0.  1.  0.]', (2, 0))",0
"('[ 0. -1.  1.  0.  1. -1.  0.  1.  0.]', (2, 2))",0
"('[ 0. -1.  1.  0.  0. -1.  0.  1.  0.]', (1, 1))",-0.48800000000000004
"('[ 1. -1.  1.  0.  1. -1.  0.  1. -1.]', (1, 0))",0
"('[ 1. -1.  1.  0.  1. -1.  0.  1. -1.]', (2, 0))",0
"('[ 0. -1.  1.  0.  1. -1.  0.  1. -1.]', (0, 0))",-0.36000000000000004
"('[ 1. -1.  1. -1.  1. -1.  0.  1. -1.]', (2, 0))",-449.99944830160536
"('[ 1.  1. -1.  0. -1. -1.  0.  1.  1.]', (1, 0))",0
"('[ 1.  1. -1.  0. -1. -1.  0.  1.  1.]', (2, 0))",0
"('[ 0.  1. -1.  0. -1. -1.  0.  1.  1.]', (0, 0))",-0.2
"('[ 0. -1.  0.  0.  1.  0.  0.  0.  1.]', (0, 0))",0
"('[ 0. -1.  0.  0.  1.  0.  0.  0.  1.]', (0, 2))",0
"('[ 0. -1.  0.  0.  1.  0.  0.  0.  1.]', (1, 0))",0
"('[ 0. -1.  0.  0.  1.  0.  0.  0.  1.]', (1, 2))",0
"('[ 0. -1.  0.  0.  1.  0.  0.  0.  1.]', (2, 0))",0
"('[ 0. -1.  0.  0.  1.  0.  0.  0.  1.]', (2, 1))",0
"('[ 0. -1.  0.  0.  1.  0.  0.  0.  0.]', (2, 2))",-0.7902848
"('[ 0. -1.  0.  0.  1.  1. -1.  0.  1.]', (0, 0))",0
"('[ 0. -1.  0.  0.  1.  1. -1.  0.  1.]', (0, 2))",0
